label,youtube_id,time_start,time_end,split
unloading truck,a0d0d4VCARs,0,10,validate
shining shoes,a0iO9P2Zt_Y,24,34,validate
exercising with an exercise ball,a0lb9J07s_o,36,46,validate
push up,a105_GJe6io,3,13,validate
unboxing,a1C9sfLFCMw,167,177,validate
changing wheel,a1QXp8yM8kA,259,269,validate
playing chess,a1SrTZ5CAlI,24,34,validate
opening bottle,a1gyzJQ6nto,42,52,validate
washing dishes,a1qH52L5wuo,3,13,validate
picking fruit,a28ubpdlvjA,123,133,validate
playing didgeridoo,a2EHaB5CrFQ,6,16,validate
applying cream,a2MRNCs4F3A,28,38,validate
brushing hair,a2WgvBUiNE0,144,154,validate
cutting watermelon,a2qbEnJr5Pg,27,37,validate
bowling,a3C8ayqyGdg,2,12,validate
cooking chicken,a3Ki429gUZI,246,256,validate
riding camel,a3Kz2fRQ_DQ,14,24,validate
using computer,a3bSOiYn6ko,76,86,validate
cleaning windows,a3gUVG1b0R0,95,105,validate
throwing discus,a3pEm6BN2vw,0,10,validate
sled dog racing,a3u9VL8gnIU,366,376,validate
mopping floor,a45YZv86wco,7,17,validate
skiing slalom,a4AL9zDGYN4,15,25,validate
eating chips,a4DnorM7YlE,4,14,validate
playing violin,a4ROubm0cIc,0,10,validate
jumping into pool,a4Ye18Mnblk,5,15,validate
riding elephant,a4ZXD6shzS0,8,18,validate
curling hair,a4dDmzD2Duk,103,113,validate
water sliding,a4fW4fQhmpQ,0,10,validate
washing hands,a58tBGuDIg0,10,20,validate
skydiving,a5TMoDrF76c,512,522,validate
air drumming,a5XYYxIhZmY,81,91,validate
hammer throw,a5sYZcYgwKQ,139,149,validate
playing cricket,a626NhTMqNg,6,16,validate
catching or throwing frisbee,a6KJuGCozc4,14,24,validate
hurling (sport),a6av8XInSvs,679,689,validate
massaging feet,a7FyBjJjSzw,589,599,validate
flipping pancake,a7Mc-0lwAuE,64,74,validate
passing American football (not in game),a7sSOpPWzDk,1,11,validate
cartwheeling,a89S3wQAPgU,0,10,validate
taking a shower,a8UEUsCYgFo,45,55,validate
climbing a rope,a8kJnOcxmwg,6,16,validate
playing bass guitar,a8ksm0AKRJY,196,206,validate
braiding hair,a8mpJKj2mgc,85,95,validate
arm wrestling,a8taFqSiigM,40,50,validate
punching bag,a93OIfslRCw,2,12,validate
stretching arm,a9An1BgeFlM,3,13,validate
swimming butterfly stroke,aAYaI35qR5Q,5,15,validate
dribbling basketball,aAp4MpIc6zg,43,53,validate
hula hooping,aAqkXI-81zc,7,17,validate
dying hair,aB2vxMeQfG8,52,62,validate
beatboxing,aBDUIoLRVXc,4,14,validate
faceplanting,aBJnzTcJ70o,2,12,validate
cooking sausages,aBcA13FeydA,165,175,validate
peeling potatoes,aBlkLrjYAwI,7,17,validate
playing harmonica,aBtwsG79BnQ,4,14,validate
headbutting,aC5txX6gJLI,3,13,validate
bouncing on trampoline,aCK3X-jvOKM,0,10,validate
stomping grapes,aC_fmSaB-hw,203,213,validate
sharpening pencil,aCdGR9plu0w,2,12,validate
dining,aCkhItBpSVo,110,120,validate
clapping,aCmXpA4HHoQ,1,11,validate
hitting baseball,aDQ9xkw4h-E,6,16,validate
flipping pancake,aDRdrEMNp2c,2,12,validate
holding snake,aEV2q-1Oioc,1,11,validate
punching person (boxing),aEfN-E9ZGTo,209,219,validate
welding,aF1Srs_e1Aw,70,80,validate
chopping wood,aG2hgLQyN64,3,13,validate
front raises,aGBpKiHskPk,75,85,validate
tossing coin,aGV8RW-rPzU,97,107,validate
playing squash or racquetball,aHWPjf9uvHo,2,12,validate
ironing,aISbviMoxDg,123,133,validate
spraying,aIkVlJvMw00,299,309,validate
brushing teeth,aJm8LDLH0EE,48,58,validate
riding scooter,aJpiEkusVAw,46,56,validate
tobogganing,aK1X9MpZJ6w,0,10,validate
folding napkins,aK2ADoMh0ec,45,55,validate
playing harp,aKIjdaOrz_8,67,77,validate
mowing lawn,aKKaNYZTmNo,66,76,validate
salsa dancing,aKVBMyjrj2g,0,10,validate
pumping gas,aKdY3XqZb6I,53,63,validate
playing bass guitar,aLPrTx4dvvo,224,234,validate
windsurfing,aLSu6a91bcY,1,11,validate
wrapping present,aLkfJOIV4WY,30,40,validate
climbing tree,aM1AgHyvm4E,17,27,validate
swing dancing,aM7ufMNWpE4,2,12,validate
playing kickball,aMTce4pTh00,47,57,validate
trimming trees,aN6QHznQ3CY,8,18,validate
flipping pancake,aNG7GFeunGk,8,18,validate
water sliding,aNJ1-bvRox8,7,17,validate
flipping pancake,aNN4j-njBes,9,19,validate
blowing out candles,aNh-U99pFpI,31,41,validate
massaging feet,aNr1Za9eHbs,8,18,validate
sniffing,aOGCamuCu1c,627,637,validate
checking tires,aOGaobvkDL0,2,12,validate
drinking shots,aOVJb1yzRNk,0,10,validate
baby waking up,aPGll4kNXbg,28,38,validate
climbing a rope,aPJuNSoadcE,7,17,validate
sharpening knives,aPONneIX9UE,167,177,validate
yoga,aPVoS698VPs,342,352,validate
tai chi,aPVukuAa5G4,763,773,validate
triple jump,aPevKY4Z-JM,12,22,validate
swinging legs,aPnGA9n_ewQ,53,63,validate
parkour,aQ2JwOwq-rU,16,26,validate
stomping grapes,aQtNn1_6NIg,94,104,validate
wrestling,aRV4rcqwme0,8,18,validate
riding mountain bike,aRVBTu8K6L0,54,64,validate
eating burger,aRXoj1CT1yE,128,138,validate
shaking hands,aRZTTeXfDFM,18,28,validate
wrestling,aRejzy4hrjo,43,53,validate
bobsledding,aRrNyjIv900,0,10,validate
wrapping present,aRxQgI8_EtM,297,307,validate
chopping wood,aS7S_whb0RE,5,15,validate
moving furniture,aSnPL3rlI10,11,21,validate
sign language interpreting,aT00apiLHPY,103,113,validate
giving or receiving award,aTAC8cXkTd0,228,238,validate
playing cards,aTM1csU_yTQ,59,69,validate
disc golfing,aTfZ-iqdWY4,25,35,validate
tasting beer,aTfgoypmxyM,39,49,validate
folding clothes,aTvmVlzCId4,12,22,validate
catching or throwing baseball,aU2ByztjE60,9,19,validate
watering plants,aU5LJFkG7RU,95,105,validate
using segway,aVXC13LEJgU,4,14,validate
using computer,aVqY4HTeBfE,63,73,validate
setting table,aW0bmzZ_QTE,5,15,validate
ripping paper,aW9nPGAdLkM,22,32,validate
drinking shots,aWXFX62pKMk,16,26,validate
clapping,aWdLkDo5GlY,66,76,validate
recording music,aWdZxBIQDkQ,31,41,validate
taking a shower,aWm-LdW00Vw,274,284,validate
playing squash or racquetball,aWz9H0jTv3c,24,34,validate
chopping wood,aXO-sNzhiE0,36,46,validate
clean and jerk,aXP9tRhw1GU,4,14,validate
brushing hair,aXPsBVPYG_I,29,39,validate
bending back,aXj30GjDcm8,23,33,validate
playing cello,aYBYYIOZdTE,13,23,validate
weaving basket,aYEqNT7zbuU,40,50,validate
punching person (boxing),aYLvxq4Ox6A,108,118,validate
archery,aYRujsj9Z_Q,60,70,validate
catching fish,aYSMr16mkrc,2,12,validate
blasting sand,aYVN0nlMz9M,5,15,validate
laying bricks,aYfq5ginO2w,51,61,validate
blowing leaves,aZOhML7NrBE,13,23,validate
clean and jerk,aZT3e7SrIoI,3,13,validate
sailing,aZTD_KQWUYA,48,58,validate
recording music,aZUNs-D9sQI,8,18,validate
crawling baby,aZXPBFTdwmg,148,158,validate
bouncing on trampoline,aZbwDWOX7ZQ,34,44,validate
presenting weather forecast,aZjx1dGeVxk,1,11,validate
bowling,aZu-GianKek,1,11,validate
pole vault,a_BnFfXVcc4,2,12,validate
playing harp,a_Dl1AxdSvQ,3,13,validate
flying kite,a_KbmzIVAgY,52,62,validate
hugging,a_a8ogcLGtY,19,29,validate
grinding meat,a_kBfppfkwo,204,214,validate
finger snapping,a_pcw2esy3Y,0,10,validate
building cabinet,aa5VmDt2ksQ,229,239,validate
swimming backstroke,aaI2l_kBFE4,199,209,validate
arm wrestling,abVIgtfR9sY,28,38,validate
shining shoes,abYxrz2Kx-4,9,19,validate
playing trumpet,ab_OfNZPMD4,232,242,validate
playing trumpet,abcm6SdJ43o,0,10,validate
driving tractor,abuJ2QaqUP4,149,159,validate
throwing axe,acmFjYNwR98,32,42,validate
pumping gas,acvKJ4jkwo0,2,12,validate
faceplanting,ad0MgJg_MBM,53,63,validate
flying kite,adkK4b6wN1Y,9,19,validate
playing cricket,ady69p6ykqE,1,11,validate
bandaging,aeAgrglsZh4,0,10,validate
shoveling snow,afBM8g-LCoo,14,24,validate
trimming or shaving beard,afD30smVRp4,170,180,validate
bungee jumping,afYiXA-CiEc,13,23,validate
bending metal,afbuPUSgrqU,179,189,validate
playing xylophone,afwq--zVgJk,81,91,validate
riding unicycle,afzbRdkw7fE,36,46,validate
golf driving,agHnyx2NFfk,7,17,validate
cleaning gutters,agUHymVA9Vg,99,109,validate
waiting in line,agWWR8gRGzg,64,74,validate
playing clarinet,aglpXyfqd-8,384,394,validate
strumming guitar,ahMZbpnFugk,557,567,validate
headbutting,ahaYM-hBWWg,14,24,validate
washing hands,ahoHyCo1-rI,3,13,validate
pole vault,ahqC5Xxn44Q,2,12,validate
drinking,ahtLVUE4qw8,18,28,validate
applauding,ai59xGTp2bo,8,18,validate
hurling (sport),aiNrsBr91gk,215,225,validate
scrambling eggs,aiTW2v3korM,214,224,validate
kissing,aia3TMX-YE0,175,185,validate
tango dancing,aj1d90iJH1I,155,165,validate
sharpening pencil,aj2s1GLbLYo,5,15,validate
riding camel,ajLxGd0jbMI,169,179,validate
throwing axe,ajjAhk-SwaQ,0,10,validate
snorkeling,ak0MdLs1h4g,0,10,validate
peeling apples,ak9uXK0tYcI,8,18,validate
watering plants,akKiGp-yIN8,61,71,validate
shooting basketball,akNMDEoNRvA,66,76,validate
making pizza,akPN5CnseIo,14,24,validate
brushing hair,akQBW0Uosf4,120,130,validate
playing cymbals,akZf3Hg_DL0,3,13,validate
snorkeling,akg29aAocWE,10,20,validate
shaking hands,akhmmalCbaU,13,23,validate
training dog,am3gcomIUa4,48,58,validate
tickling,amWF6sKE2E8,40,50,validate
juggling fire,amesyyH5bks,81,91,validate
making bed,amn97ANB0iE,55,65,validate
trapezing,amq-X8enNYc,15,25,validate
drawing,amrIoUvIxVU,286,296,validate
drop kicking,amu5APc8dXw,3,13,validate
snowmobiling,amxkuKnwTuo,128,138,validate
wrestling,amyWM-BZKQA,73,83,validate
paragliding,anDSmOPC_p4,75,85,validate
contact juggling,anzQwjeBbYs,9,19,validate
throwing axe,ao7G7hAyPco,9,19,validate
catching or throwing frisbee,ao7SWGSkbGk,0,10,validate
cutting pineapple,aoS_An3ltEI,10,20,validate
unloading truck,aohgV00BO64,43,53,validate
playing bass guitar,ap1IV_BKAXo,4,14,validate
changing oil,ap34p7YuPWs,301,311,validate
playing keyboard,ap3gy9OIRyE,104,114,validate
eating doughnuts,apAfhm4zseA,253,263,validate
grooming horse,apKODuLRyyA,0,10,validate
eating doughnuts,apVMoEpMyrY,13,23,validate
tickling,apjEvOG8-Zo,39,49,validate
using remote controller (not gaming),aqAN8Tx3GhI,0,10,validate
testifying,aqG25Qge3EE,76,86,validate
playing drums,aqeHbJc8iho,68,78,validate
tickling,aqnKjh9h_3k,0,10,validate
making sushi,arAtgwjC2so,209,219,validate
tobogganing,artxh3ld_MU,3,13,validate
parkour,asAHuNxMpQA,90,100,validate
throwing axe,asHI8rkoW-0,71,81,validate
swinging legs,asO6bZcU0bY,13,23,validate
tapping pen,asVooSQ9b7M,131,141,validate
juggling balls,asruU60IGuw,39,49,validate
baby waking up,asyNqqmapWs,18,28,validate
petting cat,auImcYJIS7k,1,11,validate
high jump,auh0jIYhpPs,1,11,validate
playing squash or racquetball,auzEvlM5TXs,60,70,validate
yoga,avSrR3pZshw,90,100,validate
assembling computer,aw-ZuNFaaEI,714,724,validate
arm wrestling,aw55asaJJ34,10,20,validate
shining shoes,awVQmg9TtrY,1,11,validate
carving pumpkin,awwbXD7N5W0,123,133,validate
playing squash or racquetball,ax-oU67n_gY,159,169,validate
yawning,ax8_SYJhdR8,1,11,validate
tossing salad,axg4ylEitfM,405,415,validate
playing controller,axi62jA7Ft8,107,117,validate
trapezing,axyAbIZyqxs,3,13,validate
washing hands,ay4oamtb_Bo,9,19,validate
frying vegetables,aySNYRj0ovo,278,288,validate
long jump,ayoPaXv3l8k,1,11,validate
passing American football (not in game),az23qRS15Vs,17,27,validate
riding mule,azD58bwAe7E,3,13,validate
fixing hair,azK12J1_ZvY,76,86,validate
carrying baby,azs6shxDOOs,68,78,validate
setting table,azt6RWQiJCg,11,21,validate
dancing gangnam style,b-BOvz33iGM,44,54,validate
snatch weight lifting,b-Z3Osw82cI,23,33,validate
curling hair,b0QpmFkVdok,193,203,validate
curling hair,b0VBw7DWR_k,127,137,validate
riding unicycle,b0bo6maOR8I,76,86,validate
playing xylophone,b0z-rOhCf2w,1,11,validate
climbing tree,b1CJiW3ebP0,15,25,validate
catching fish,b1g4EWJyDpk,129,139,validate
bookbinding,b1qE4GNZ9OA,144,154,validate
punching person (boxing),b21vN3Tgm1Y,51,61,validate
climbing tree,b27O-Lsa6pk,1,11,validate
opening bottle,b2KnqbubIB8,55,65,validate
cutting pineapple,b2OHm9JYTDs,6,16,validate
counting money,b2Z1JCnVMPY,81,91,validate
petting cat,b34egjaaFtg,4,14,validate
playing volleyball,b3PPmfX7bGM,121,131,validate
sniffing,b4E5owDfs2o,246,256,validate
busking,b4FIQL0xioQ,347,357,validate
juggling soccer ball,b4qCiigUelQ,16,26,validate
building cabinet,b5KPzDF6lEg,66,76,validate
waiting in line,b5U7A_crvE0,1,11,validate
cooking sausages,b5cxOmnp9lQ,139,149,validate
baby waking up,b5m1X-Z4HNc,196,206,validate
pumping gas,b6I_hr8C_ng,18,28,validate
climbing a rope,b6Q_b7vgc7Q,23,33,validate
bungee jumping,b6yQZjPE26c,23,33,validate
squat,b7-h1iyxTEs,101,111,validate
high kick,b7-jU2adf_Q,10,20,validate
shining shoes,b7708_YlGt8,68,78,validate
hugging,b7FSPowhcBk,25,35,validate
waiting in line,b7NBbjwjuwM,21,31,validate
long jump,b7PCpt7ovHI,1,11,validate
playing tennis,b7SLPvwo2mA,52,62,validate
clapping,b80mn-QmzHE,127,137,validate
cutting watermelon,b8JCQDQ9yI0,14,24,validate
riding or walking with horse,b8VWxeQaVKY,34,44,validate
shaking hands,b8vAhQSYN-g,0,10,validate
playing tennis,b8zqp7thCkM,105,115,validate
pumping fist,b904sCMuZjc,1,11,validate
waxing back,b93temER0UA,199,209,validate
ski jumping,b9FwbhLiNno,9,19,validate
playing organ,b9TfeDnfemw,47,57,validate
moving furniture,b9vF-F1LC5g,3,13,validate
sweeping floor,bA2rzUIQKTk,20,30,validate
massaging feet,bAB6U3zglmU,39,49,validate
playing xylophone,bAx4K1SR3gs,60,70,validate
grinding meat,bBMPQZbnriU,0,10,validate
pushing car,bBZcjsU0yuE,1,11,validate
doing laundry,bB_Lx4sE7Vk,14,24,validate
drinking,bBqTvmNOaeA,96,106,validate
bending metal,bCAdG65qK7w,390,400,validate
drinking beer,bCHuyagnYAc,9,19,validate
knitting,bCa_5xZa4Ug,2346,2356,validate
gymnastics tumbling,bCf2jQaNEz4,70,80,validate
reading book,bChJsbogxs4,97,107,validate
playing accordion,bChPXNG4JZc,59,69,validate
smoking hookah,bCjYWUX0Qlo,22,32,validate
milking cow,bD5XHWRGcls,40,50,validate
playing squash or racquetball,bDlnrPoP2dY,124,134,validate
celebrating,bE1UZK-UX1c,179,189,validate
laughing,bEN-M8LaxN4,51,61,validate
golf driving,bFTKUymQgng,40,50,validate
abseiling,bFdTLPL8TTM,169,179,validate
arranging flowers,bFn4oCx5K58,322,332,validate
push up,bGVdtcyAi2o,354,364,validate
setting table,bGZKA0h0XOI,74,84,validate
doing aerobics,bGmcd-nJM4s,103,113,validate
vault,bGpRXUIbsUY,0,10,validate
riding camel,bGzjObGU_qM,14,24,validate
playing ice hockey,bH-S32gOlCA,174,184,validate
juggling soccer ball,bH9cE46eZJY,28,38,validate
ice climbing,bHUMMwoKr-M,198,208,validate
filling eyebrows,bHXSPD6b_Hg,101,111,validate
braiding hair,bHbQ50u-yEo,108,118,validate
throwing discus,bHdGTlzuwRQ,2,12,validate
presenting weather forecast,bHebWOHZG0o,38,48,validate
eating ice cream,bHejslJylB8,35,45,validate
water skiing,bHff4KB6jzI,61,71,validate
drop kicking,bHgGSnCWkbQ,2,12,validate
sweeping floor,bHy05OAiL1g,27,37,validate
riding camel,bIabXBdHW7w,98,108,validate
hugging,bIiDiDUl2RU,9,19,validate
braiding hair,bIqMH9Yq0-w,285,295,validate
gymnastics tumbling,bJP7f4rUMG4,82,92,validate
eating hotdog,bJYsix7xgYc,46,56,validate
bandaging,bJmvjaEmY68,62,72,validate
tapping guitar,bK_ssVM6hF0,132,142,validate
springboard diving,bKeiaJvBGws,0,10,validate
dancing macarena,bL3YnakZWHo,6,16,validate
building shed,bLUhTYNrufs,30,40,validate
brushing hair,bLgdi4w7OAk,2,12,validate
playing ice hockey,bLuFiZDrt0o,50,60,validate
disc golfing,bMCDoCW3GWY,160,170,validate
playing harmonica,bMicLGzeSCk,1,11,validate
golf chipping,bN-cVIaN1Zc,122,132,validate
paragliding,bN3jP-DzHrI,80,90,validate
playing trumpet,bNMIsZhrucM,0,10,validate
high jump,bNeM5wPAogQ,0,10,validate
clean and jerk,bNwMVXuF8C0,46,56,validate
beatboxing,bNym1Z5V3S0,272,282,validate
trapezing,bOAcSj63qWA,249,259,validate
training dog,bOLD5iMZxWc,170,180,validate
recording music,bOsf8_M68wY,14,24,validate
curling hair,bOzzKt10DoI,13,23,validate
long jump,bPDEHJ3a90Q,1187,1197,validate
sword fighting,bPHsWugu78s,119,129,validate
extinguishing fire,bPNxHAVD7tY,4,14,validate
changing oil,bPpnDXd0MQs,13,23,validate
hopscotch,bPyOvFUyNbo,9,19,validate
brushing hair,bQ7CWiB6TAg,24,34,validate
stomping grapes,bQJK1lUQwTg,18,28,validate
gargling,bQR7moK_WZg,36,46,validate
building shed,bQizj6tKwb8,32,42,validate
playing recorder,bRI6igVE5sU,35,45,validate
making jewelry,bSDl9KS9JPs,343,353,validate
tango dancing,bSKe45ZLGr8,113,123,validate
carving pumpkin,bSLOIaA6iFQ,164,174,validate
breading or breadcrumbing,bT5vEffn4MQ,278,288,validate
eating carrots,bTCznQiu0hc,18,28,validate
catching or throwing softball,bTDh2SUn7mQ,3,13,validate
cooking sausages,bTT-Lk4Hc88,208,218,validate
country line dancing,bTbC3w_NIvM,118,128,validate
drinking beer,bU7iHlkpAuE,14,24,validate
presenting weather forecast,bUHZAtuW-zU,49,59,validate
auctioning,bUKQCyQ52jk,68,78,validate
petting animal (not cat),bUQABEHMzU4,14,24,validate
playing squash or racquetball,bUU8muNEkxA,207,217,validate
playing recorder,bUVarDrRKnQ,6,16,validate
skiing crosscountry,bUcW94xnqdI,0,10,validate
celebrating,bUidM8i-buc,12,22,validate
playing violin,bUmUtQQPwXo,99,109,validate
reading newspaper,bUuPaeYsv2o,12,22,validate
golf chipping,bUxGvL06YjI,1,11,validate
flipping pancake,bVDZohQJhBI,9,19,validate
blasting sand,bVEW2bMhUKU,154,164,validate
playing organ,bVZ7gySWq7o,10,20,validate
tango dancing,bVcvvdkhoFo,210,220,validate
snowmobiling,bVjYvcABH1k,55,65,validate
canoeing or kayaking,bVuTVj3Px5I,23,33,validate
braiding hair,bVuiuqmDYaw,132,142,validate
using computer,bW3uJBsFRQ0,55,65,validate
dodgeball,bWH4GirJDno,115,125,validate
driving car,bWLksTAnuFE,19,29,validate
bookbinding,bWeyTDutG2U,159,169,validate
side kick,bWt2pJz-0QY,4,14,validate
making snowman,bX3d5kxk9a4,4,14,validate
making a cake,bX6I6jVAQMI,28,38,validate
dying hair,bXFlRDV068w,29,39,validate
washing hair,bXWurUvtytM,128,138,validate
bartending,bXYwMTc9rHA,92,102,validate
flying kite,bXvc6DEX_3w,11,21,validate
folding napkins,bYBIoVwZZHE,28,38,validate
ice climbing,bYq9JMbV4Vs,36,46,validate
peeling apples,bYw7Ugk5iqQ,6,16,validate
riding mechanical bull,bZVBw3x9pUQ,47,57,validate
trimming or shaving beard,b_3dXk54ufg,3,13,validate
yoga,b_SswwitK0I,16,26,validate
jumpstyle dancing,b_uetsxKmX4,8,18,validate
baby waking up,baENtPQwXcQ,48,58,validate
shoveling snow,baFMPNc_ZvE,5,15,validate
digging,baKoXDz1Oec,10,20,validate
headbutting,baNE7y4yHKg,4,14,validate
playing ice hockey,baOVZxVVSvI,0,10,validate
drinking,baZKgZy9wdI,35,45,validate
side kick,balaC8vxTMU,1,11,validate
tickling,baoNnWv_wpU,226,236,validate
playing harmonica,basFDzOqgm8,72,82,validate
sign language interpreting,bawXc8t8Zrw,14,24,validate
eating burger,bbFcB6NoRr4,458,468,validate
tossing coin,bbu7lxDJ3_A,1,11,validate
golf putting,bcGDXZfriMg,79,89,validate
playing bass guitar,bcGVwwQFCzo,569,579,validate
baking cookies,bcHpDG7HRBE,498,508,validate
abseiling,bd6eUL9prjI,102,112,validate
sanding floor,bdTzZbu8MJ0,16,26,validate
tying tie,bdUR-FmgAso,16,26,validate
knitting,be17NXDocd4,266,276,validate
golf driving,be1bkMRFML8,1,11,validate
tying bow tie,be85l4IiD3g,203,213,validate
ice skating,beP7m1yQpSQ,4,14,validate
setting table,beUm2FNEKUs,98,108,validate
petting cat,beczHkrGKTE,67,77,validate
playing didgeridoo,behtgkZntMg,30,40,validate
playing accordion,bei0Be7pJQA,32,42,validate
bouncing on trampoline,bekao5nG02M,24,34,validate
changing wheel,bf7VAoXL2Mk,126,136,validate
unloading truck,bf7Za_i61sw,37,47,validate
hockey stop,bfYS6Lihpm4,113,123,validate
setting table,bf_iv5ZBEcg,167,177,validate
playing clarinet,bfnhekuZLZk,327,337,validate
stomping grapes,bfrdgr9G8-g,32,42,validate
doing laundry,bfxnPKpbk6s,1,11,validate
swimming backstroke,bgGm8aX06C4,34,44,validate
playing cricket,bgOLcxOK3sA,17,27,validate
sharpening knives,bgVVJxpqRTc,5,15,validate
hitting baseball,bh6Cvz2orzQ,186,196,validate
playing ukulele,bhLH4FmbDXQ,6,16,validate
tasting beer,biIjJqvjgAk,347,357,validate
bobsledding,biiOYwzuhG4,42,52,validate
carving pumpkin,bisSiRC7vXs,82,92,validate
cracking neck,biwvB0raXSU,1,11,validate
playing flute,bjO2jkYQvuA,12,22,validate
pushing car,bjQqcvHTzhk,543,553,validate
pole vault,bjraIDTjH4c,2,12,validate
abseiling,bjtnAh_wz1c,2,12,validate
balloon blowing,bk5EoSdiZXs,1,11,validate
passing American football (in game),bkObwMM5ZFY,14,24,validate
washing hands,bkrtuCdVQaI,57,67,validate
digging,bl3kRAVEtMs,138,148,validate
riding a bike,blRZN-_6_ZM,8,18,validate
ripping paper,blSDVp5RrIY,49,59,validate
using computer,blVD7XmuE2k,19,29,validate
cutting pineapple,blq__c14hGQ,17,27,validate
sticking tongue out,bm0nyvbKa-U,147,157,validate
windsurfing,bmHw6Sa_lME,1,11,validate
reading book,bm_LGEiKfWE,4,14,validate
surfing crowd,bmbtEThyum0,0,10,validate
playing ukulele,bmvCcudPSs8,268,278,validate
dancing gangnam style,bn0JYGVxyvg,44,54,validate
ice climbing,bnQVhO5vaJI,115,125,validate
hopscotch,bnSYqx_JBaI,1,11,validate
dining,boB5HNmhHTg,65,75,validate
smoking hookah,boV8TzIyOgg,2,12,validate
scuba diving,bokjSlq_hI8,12,22,validate
unloading truck,booOnV1u1dw,49,59,validate
celebrating,bouzlrRWr9s,126,136,validate
eating carrots,bp3tvU5mw-s,3,13,validate
drinking beer,bpKdI6uob6I,49,59,validate
snowmobiling,bq4btBTSbqQ,55,65,validate
vault,bqVfsIsfnFo,0,10,validate
snowmobiling,bqmNi9nL9Bs,51,61,validate
drinking,bqrIi_jBOKI,9,19,validate
kitesurfing,bqw5GN5NvqE,180,190,validate
tickling,br2NgFQbJUo,17,27,validate
swing dancing,br8nzdlk5eM,55,65,validate
kitesurfing,brE5XzeXQvw,111,121,validate
snowmobiling,brInd4PjhOU,3,13,validate
stretching leg,brJ2L7pbeA0,108,118,validate
front raises,brJ9X5BKU1s,20,30,validate
baking cookies,brRVuxwRPWs,267,277,validate
doing laundry,brSp5DB7OLs,43,53,validate
shot put,brn2xgKe0sI,0,10,validate
windsurfing,brn9g0RIAkY,39,49,validate
trapezing,brnal6cSTHE,2,12,validate
pull ups,brpaoi6BiQg,28,38,validate
waxing eyebrows,bru-x5sl1Ug,42,52,validate
beatboxing,bsEhjvqL4cw,5,15,validate
hoverboarding,bsH9hRNWyyQ,6,16,validate
weaving basket,bsevsmk67hw,15,25,validate
crossing river,btBREAsmtgQ,1,11,validate
air drumming,btX0PMRlEPg,1,11,validate
unboxing,bts_ZKpB82Y,94,104,validate
playing guitar,bu2qsevGqJQ,143,153,validate
dancing ballet,buADPfbPNkY,87,97,validate
crying,buacYHkgvcw,44,54,validate
chopping wood,bv-l052ITNc,4,14,validate
shearing sheep,bv4rwGwzRPQ,45,55,validate
playing controller,bvA0KRRiWno,160,170,validate
recording music,bvEgbgoJi7s,6,16,validate
front raises,bvl3wXdA-ds,7,17,validate
catching or throwing frisbee,bvm4SNvop34,10,20,validate
mopping floor,bvvWz6ztDhg,184,194,validate
bowling,bwlizlTA7Uk,129,139,validate
laughing,bxBzCkOIN4o,364,374,validate
counting money,bxDEkZybtjs,78,88,validate
sled dog racing,bxlosLXLeR4,149,159,validate
playing trombone,by1-BjKi60k,2,12,validate
smoking hookah,by1cDaqy0n4,117,127,validate
lunge,by6a5ozSaY0,0,10,validate
spinning poi,by9gw0ipuUg,2,12,validate
shoveling snow,bybPXZcXfxM,48,58,validate
hitting baseball,bymUsSbe7xQ,155,165,validate
riding camel,byxITu5DXu0,55,65,validate
texting,bz5UY1-9QLI,13,23,validate
unboxing,bzUhx8PkXi4,43,53,validate
tasting beer,c--YbuFrXbI,105,115,validate
smoking hookah,c-3iJz5XyLA,16,26,validate
holding snake,c-7aCvrVkoM,2,12,validate
yawning,c-9MapkNjjc,18,28,validate
massaging person's head,c-GqXjZyQZ0,7,17,validate
cheerleading,c-NMYO26O-Y,516,526,validate
gargling,c-h_3mybzOg,22,32,validate
belly dancing,c-m7gaYOGF0,20,30,validate
gymnastics tumbling,c-rjqsX_nDE,4,14,validate
dodgeball,c-rx2sUfp50,67,77,validate
doing aerobics,c-sl7ZRj4NQ,388,398,validate
tying bow tie,c-t7EA00jj8,16,26,validate
testifying,c0-l62neMBI,0,10,validate
water skiing,c0UI7f3Plro,142,152,validate
wrestling,c0cAryEFvHM,5,15,validate
archery,c0cYF6RwWmg,3,13,validate
snowkiting,c0zEh1IgcPs,73,83,validate
training dog,c1GdEFPrbfw,104,114,validate
massaging feet,c1J_GW_sGTA,1189,1199,validate
snowmobiling,c1ZtiBM-42I,300,310,validate
egg hunting,c1qUSnEZ9e8,41,51,validate
stomping grapes,c25IqRBGKlA,4,14,validate
golf driving,c2pnl2kFWDc,32,42,validate
barbequing,c37ZToLiZTI,14,24,validate
making bed,c3Px9nrHmYs,393,403,validate
playing kickball,c3naK5GCMqo,189,199,validate
clean and jerk,c3oEs07QdWE,4,14,validate
eating carrots,c3pP3m1zi5I,7,17,validate
bee keeping,c3rtrQ8EYew,0,10,validate
massaging back,c3sP9jBmqFk,419,429,validate
sign language interpreting,c40J0P4Hjvw,44,54,validate
clapping,c4Mr4I3NYCI,4,14,validate
doing aerobics,c4eIDxmVmCw,849,859,validate
punching bag,c54-0dOxrac,16,26,validate
water skiing,c57nWyUAJQQ,4,14,validate
playing xylophone,c58Mu2EF_yI,4,14,validate
pumping gas,c5IncnpNoUo,2,12,validate
waxing chest,c5Qm7Rl07lA,103,113,validate
making a sandwich,c5qd-cuID0w,26,36,validate
